FECHA_CORTE;PER;CONG;NSELV;DOMINIO;ESTRATO;ESTRATOSOCIO;FACTORFINAL_HOGAR;CCDD;NOMBREDD;CCPP;NOMBREPP;CCDI;NOMBREDI;CCCP;NOMBRECP;UBIGEO;VIVIENDA;HOGAR;TOT_HOGAR;RESFIN;RESFIN_O;RESFIN_V;RESFIN_V_O;PERS_NRO;P201;P203;P206;P207;P208;P209;P210_A;P210_M;INF_500;P501_1_1;P501_1_2;P501_2_1;P501_2_2;P501_3_1;P501_3_2;P501_4_1;P501_4_2;P501_5_1;P501_5_2;P501_6_1;P501_6_2;P501_7_1;P501_7_2;PERS_500;P504_A;P504_M;P504A_1;P504A_2;P504A_3;P504A_4;P504A_5;P504A_6;P504A_7;P505;P506;P507;P508;P509;P510;P513;P513A;P513A_O;P514_1;P514_2;P514_3;P515;P516;P517;P517_O;P518A;P518;P519A;P519;P520A;P520;FACTOR200_FINAL
20230426;4;274;89;1;8;6;8.440.251.572;24;TUMBES;1;TUMBES;4;PAMPAS DE HOSPITAL;7;CARDALITOS;240104;23;1;1;1;;1;;3;3;3;1;2;NA;2;14;NA;2;2;NA;2;NA;2;NA;2;NA;1;1;2;NA;2;NA;3;14;NA;0;0;0;0;0;0;1;7;1;6;6;8;5;14;10;;3;2;NA;1;8;NA;;3;NA;3;NA;3;NA;7.342.857.143
20230426;4;274;89;1;8;6;8.440.251.572;24;TUMBES;1;TUMBES;4;PAMPAS DE HOSPITAL;7;CARDALITOS;240104;23;1;1;1;;1;;4;4;3;1;2;NA;1;9;NA;2;2;NA;2;NA;2;NA;2;NA;1;1;2;NA;2;NA;4;9;NA;0;0;1;0;0;0;0;7;8;6;6;8;5;9;10;;2;NA;2;1;8;NA;;2;NA;2;NA;2;NA;7.033.333.333
20230426;4;274;90;1;8;6;8.440.251.572;24;TUMBES;1;TUMBES;4;PAMPAS DE HOSPITAL;7;CARDALITOS;240104;24;1;1;1;;1;;6;6;5;1;2;NA;1;2;NA;2;1;1;2;NA;2;NA;2;NA;1;3;2;NA;2;NA;6;2;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;7.033.333.333
20230426;4;274;93;1;8;6;8.440.251.572;24;TUMBES;1;TUMBES;4;PAMPAS DE HOSPITAL;7;CARDALITOS;240104;10;1;1;1;;1;;3;3;3;1;2;NA;1;16;NA;2;2;NA;1;4;2;NA;2;NA;1;2;2;NA;1;2;3;16;NA;0;0;0;0;0;0;1;3;8;6;3;7;4;16;10;;3;5;NA;1;3;NA;;2;NA;2;NA;2;NA;7.033.333.333
20230426;4;274;93;1;8;6;8.440.251.572;24;TUMBES;1;TUMBES;4;PAMPAS DE HOSPITAL;7;CARDALITOS;240104;10;1;1;1;;1;;4;4;3;1;2;NA;1;15;NA;2;2;NA;1;4;2;NA;2;NA;1;2;2;NA;1;2;4;15;NA;0;0;0;0;0;0;1;4;8;6;3;7;4;15;10;;3;3;NA;1;3;NA;;2;NA;2;NA;2;NA;7.033.333.333
20230426;4;274;93;1;8;6;8.440.251.572;24;TUMBES;1;TUMBES;4;PAMPAS DE HOSPITAL;7;CARDALITOS;240104;10;1;1;1;;1;;5;5;3;1;2;NA;1;11;NA;2;2;NA;1;4;2;NA;2;NA;1;2;2;NA;1;2;5;11;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;11;10;;2;NA;6;1;7;2;;2;NA;2;NA;2;NA;7.033.333.333
20230426;4;274;95;1;8;6;8.440.251.572;24;TUMBES;1;TUMBES;4;PAMPAS DE HOSPITAL;7;CARDALITOS;240104;11;1;1;1;;1;;3;3;3;1;2;NA;2;16;NA;2;1;3;2;NA;2;NA;2;NA;1;3;2;NA;1;2;3;16;NA;0;0;0;0;0;0;1;2;2;6;6;7;4;16;10;;3;5;NA;1;3;NA;;2;NA;2;NA;2;NA;7.342.857.143
20230426;4;274;95;1;8;6;8.440.251.572;24;TUMBES;1;TUMBES;4;PAMPAS DE HOSPITAL;7;CARDALITOS;240104;11;1;1;1;;1;;4;4;3;1;2;NA;2;10;NA;2;1;3;2;NA;2;NA;2;NA;1;3;2;NA;1;2;4;10;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;10;10;;2;NA;5;1;8;NA;;2;NA;2;NA;2;NA;7.342.857.143
20230426;4;274;97;1;8;6;8.440.251.572;24;TUMBES;1;TUMBES;4;PAMPAS DE HOSPITAL;7;CARDALITOS;240104;13;1;1;1;;1;;4;4;3;1;2;NA;1;9;NA;2;2;NA;2;NA;2;NA;2;NA;1;2;1;2;1;1;4;9;NA;0;0;0;0;0;0;1;3;2;6;5;7;4;9;10;;2;NA;4;1;4;NA;;2;NA;2;NA;2;NA;7.033.333.333
20230426;4;274;100;1;8;6;8.440.251.572;24;TUMBES;1;TUMBES;4;PAMPAS DE HOSPITAL;7;CARDALITOS;240104;14;1;1;1;;1;;3;3;3;1;2;NA;1;11;NA;2;2;NA;2;NA;2;NA;2;NA;1;2;1;2;2;NA;3;11;NA;0;0;0;0;0;0;1;3;2;6;6;7;4;11;10;;2;NA;4;1;7;3;;2;NA;2;NA;2;NA;7.033.333.333
20230426;4;274;102;1;8;6;8.440.251.572;24;TUMBES;1;TUMBES;4;PAMPAS DE HOSPITAL;7;CARDALITOS;240104;16;1;1;1;;1;;3;3;3;1;2;NA;1;16;NA;2;2;NA;2;NA;2;NA;2;NA;1;1;2;NA;2;NA;3;16;NA;0;0;0;0;0;0;1;2;1;6;6;7;4;16;10;;3;5;NA;1;3;NA;;3;NA;3;NA;3;NA;7.033.333.333
20230426;11;28101;64;1;4;5;1.059.811.516;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;9;1;1;1;;1;;3;3;3;1;2;NA;1;7;NA;2;2;NA;1;3;2;NA;1;3;1;1;2;NA;2;NA;3;7;NA;0;0;0;0;0;0;1;5;2;6;6;7;4;7;10;;2;NA;1;2;3;NA;;2;NA;2;NA;2;NA;9.151.345.601
20230426;11;28101;127;1;4;5;1.059.811.516;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;3;1;1;1;;1;;2;2;3;1;2;NA;1;10;NA;1;2;NA;1;2;2;NA;1;3;1;1;1;2;2;NA;2;10;NA;0;0;0;0;0;0;1;2;2;6;4;7;4;10;10;;2;NA;5;2;2;NA;;2;NA;2;NA;2;NA;9.151.345.601
20230426;11;28101;186;1;4;5;1.059.811.516;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;10;1;1;1;;1;;3;3;3;1;2;NA;1;8;NA;2;1;3;1;2;1;2;1;5;1;1;2;NA;2;NA;3;8;NA;0;0;0;0;0;0;1;7;2;2;6;7;4;8;10;;2;NA;3;1;7;2;;2;NA;2;NA;2;NA;9.151.345.601
20230426;11;28101;186;1;4;5;1.059.811.516;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;10;1;1;1;;1;;4;4;3;1;2;NA;1;6;NA;2;1;3;1;2;1;2;1;5;1;1;2;NA;2;NA;4;6;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;6;10;;2;NA;1;1;7;2;;2;NA;2;NA;2;NA;9.151.345.601
20230426;11;28101;212;1;4;5;1.059.811.516;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;4;1;1;1;;1;;3;3;3;1;2;NA;2;4;NA;1;1;2;1;2;1;4;1;2;1;1;2;NA;2;NA;3;4;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;4;10;;1;2;NA;2;3;NA;;NA;NA;NA;NA;NA;NA;8.353.299.671
20230426;11;28101;212;1;4;5;1.059.811.516;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;4;1;1;1;;1;;4;4;3;1;2;NA;2;NA;9;1;1;2;1;2;1;4;1;2;1;1;2;NA;2;NA;4;NA;9;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;8.353.299.671
20230426;11;28101;244;1;4;5;1.059.811.516;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;5;1;1;1;;1;;3;3;3;1;2;NA;2;12;NA;2;1;1;1;1;1;3;1;3;1;1;2;NA;1;2;3;12;NA;0;0;0;0;0;0;1;4;3;6;3;7;3;12;10;;3;1;NA;3;7;2;;2;NA;2;NA;2;NA;8.353.299.671
20230426;11;28101;244;1;4;5;1.059.811.516;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;5;1;1;1;;1;;4;4;3;1;2;NA;1;7;NA;2;1;1;1;1;1;3;1;3;1;1;2;NA;1;2;4;7;NA;0;0;0;0;0;0;1;2;1;6;3;7;4;7;10;;2;NA;2;1;7;3;;2;NA;2;NA;2;NA;9.151.345.601
20230426;11;28101;398;1;4;5;1.059.811.516;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;6;1;1;1;;1;;2;2;3;1;2;NA;1;12;NA;1;1;2;2;NA;1;2;1;2;1;1;2;NA;2;NA;2;12;NA;0;0;0;0;0;0;1;3;2;3;3;7;4;12;10;;3;1;NA;2;3;NA;;2;NA;2;NA;2;NA;9.151.345.601
20230426;11;28101;398;1;4;5;1.059.811.516;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;6;1;1;1;;1;;3;3;3;1;2;NA;2;8;NA;1;1;2;2;NA;1;2;1;2;1;1;2;NA;2;NA;3;8;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;8;10;;2;NA;2;3;7;1;;2;NA;2;NA;2;NA;8.353.299.671
20230426;11;28101;398;1;4;5;1.059.811.516;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;6;1;1;1;;1;;4;4;3;1;2;NA;2;4;NA;1;1;2;2;NA;1;2;1;2;1;1;2;NA;2;NA;4;4;NA;0;0;0;0;0;0;1;7;2;6;6;3;4;4;10;;1;1;NA;7;7;2;;NA;NA;NA;NA;NA;NA;8.353.299.671
20230426;11;28101;447;1;4;5;1.059.811.516;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;7;1;1;1;;1;;3;3;3;1;2;NA;2;11;NA;2;1;2;1;2;1;2;2;NA;1;1;2;NA;2;NA;3;11;NA;0;0;0;0;0;0;1;7;2;3;3;3;4;11;10;;2;NA;5;2;7;2;;2;NA;2;NA;2;NA;8.353.299.671
20230426;11;28101;447;1;4;5;1.059.811.516;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;7;1;1;1;;1;;4;4;3;1;2;NA;1;9;NA;2;1;2;1;2;1;2;2;NA;1;1;2;NA;2;NA;4;9;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;9;10;;2;NA;2;2;3;NA;;1;2;2;NA;2;NA;9.151.345.601
20230426;11;28101;447;1;4;5;1.059.811.516;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;7;1;1;1;;1;;5;5;3;1;2;NA;2;2;NA;2;1;2;1;2;1;2;2;NA;1;1;2;NA;2;NA;5;2;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;8.353.299.671
20230426;11;28101;515;1;4;5;1.059.811.516;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;8;1;1;1;;1;;3;3;3;1;2;NA;1;6;NA;2;1;1;2;NA;1;5;1;2;2;NA;2;NA;2;NA;3;6;NA;0;0;0;0;0;0;1;7;4;6;6;7;4;6;10;;1;3;NA;1;7;2;;2;NA;2;NA;2;NA;9.151.345.601
20230426;7;289;59;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;3;1;1;1;;1;;5;5;11;1;2;NA;2;12;NA;4;1;2;2;NA;2;NA;1;4;1;2;2;NA;2;NA;5;12;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;12;10;;3;1;NA;1;7;3;;2;NA;2;NA;2;NA;1.044.162.459
20230426;7;289;99;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;5;1;1;1;;1;;4;4;3;1;2;NA;1;11;NA;2;1;1;2;NA;1;5;1;2;1;2;2;NA;2;NA;4;11;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;11;10;;2;NA;5;1;3;NA;;2;NA;2;NA;2;NA;11.439.182
20230426;7;289;99;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;5;1;1;1;;1;;5;5;3;1;2;NA;2;8;NA;2;1;1;2;NA;1;5;1;2;1;2;2;NA;2;NA;5;8;NA;0;0;0;0;0;0;1;7;2;6;6;8;5;8;10;;2;NA;2;1;7;3;;2;NA;2;NA;2;NA;1.044.162.459
20230426;7;289;99;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;5;1;1;1;;1;;6;6;3;1;2;NA;1;6;NA;2;1;1;2;NA;1;5;1;2;1;2;2;NA;2;NA;6;6;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;6;10;;1;3;NA;1;2;NA;;2;NA;2;NA;2;NA;11.439.182
20230426;7;289;174;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;7;1;1;1;;1;;3;3;3;1;2;NA;2;15;NA;3;2;NA;1;2;2;NA;1;2;1;2;2;NA;1;3;3;15;NA;0;0;0;0;0;0;1;3;2;6;6;7;4;15;10;;3;4;NA;1;4;NA;;2;NA;2;NA;2;NA;1.044.162.459
20230426;7;289;211;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;8;1;1;1;;1;;4;4;3;1;2;NA;1;15;NA;4;2;NA;2;NA;2;NA;1;3;1;1;2;NA;1;2;4;15;NA;0;0;0;0;0;0;1;4;8;6;6;7;4;15;10;;3;3;NA;1;3;NA;;2;NA;2;NA;2;NA;11.439.182
20230426;7;289;211;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;8;1;1;1;;1;;5;5;5;1;2;NA;1;9;NA;4;2;NA;2;NA;2;NA;1;3;1;1;2;NA;1;2;5;9;NA;0;0;0;0;0;0;1;3;2;6;6;7;4;9;10;;2;NA;3;1;2;NA;;2;NA;2;NA;2;NA;11.439.182
20230426;3;301;8;1;4;3;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;1;1;1;1;;1;;3;3;5;1;2;NA;1;6;NA;2;1;1;1;1;1;3;1;2;1;1;2;NA;1;3;3;6;NA;0;0;0;0;0;0;1;3;2;2;6;7;4;6;10;;1;3;NA;1;1;NA;;2;NA;1;2;2;NA;11.439.182
20230426;12;302;70;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;10;1;1;1;;1;;5;5;5;1;2;NA;2;17;NA;4;2;NA;1;4;2;NA;1;5;1;1;1;2;1;2;5;17;NA;0;0;0;0;0;0;1;2;2;6;6;7;4;17;10;;6;1;NA;2;3;NA;;2;NA;2;NA;2;NA;1.044.162.459
20230426;12;302;103;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;5;1;1;1;;1;;4;4;3;1;2;NA;2;13;NA;1;2;NA;2;NA;2;NA;1;2;2;NA;2;NA;1;2;4;13;NA;0;0;0;0;0;0;1;3;2;6;6;7;4;13;10;;3;2;NA;1;3;NA;;2;NA;2;NA;2;NA;1.044.162.459
20230426;12;302;103;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;5;1;1;1;;1;;5;5;5;1;2;NA;2;6;NA;1;2;NA;2;NA;2;NA;1;2;2;NA;2;NA;1;2;5;6;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;6;10;;1;3;NA;1;4;NA;;2;NA;2;NA;2;NA;1.044.162.459
20230426;12;302;128;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;6;1;1;1;;1;;2;2;3;1;2;NA;2;17;NA;1;1;1;1;2;2;NA;1;2;1;1;1;2;1;2;2;17;NA;0;0;0;0;0;0;1;2;1;6;3;7;4;17;10;;3;5;NA;1;3;NA;;2;NA;2;NA;2;NA;1.044.162.459
20230426;12;302;128;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;6;1;1;1;;1;;3;3;3;1;2;NA;1;15;NA;1;1;1;1;2;2;NA;1;2;1;1;1;2;1;2;3;15;NA;0;0;0;0;0;0;1;2;2;6;3;7;4;15;10;;3;3;NA;1;3;NA;;2;NA;2;NA;2;NA;11.439.182
20230426;12;302;128;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;6;1;1;1;;1;;4;4;3;1;2;NA;1;8;NA;1;1;1;1;2;2;NA;1;2;1;1;1;2;1;2;4;8;NA;0;0;0;0;0;0;1;4;2;6;3;7;4;8;10;;2;NA;3;1;3;NA;;2;NA;2;NA;2;NA;11.439.182
20230426;12;302;128;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;6;1;1;1;;1;;5;5;3;1;2;NA;1;1;NA;1;1;1;1;2;2;NA;1;2;1;1;1;2;1;2;5;1;NA;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;11.439.182
20230426;12;302;140;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;7;1;1;1;;1;;3;3;3;1;2;NA;1;15;NA;1;2;NA;2;NA;1;5;1;3;1;1;1;3;2;NA;3;15;NA;0;0;0;0;0;0;1;4;2;6;6;6;4;15;10;;3;1;NA;2;3;NA;;2;NA;2;NA;2;NA;11.439.182
20230426;12;302;140;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;7;1;1;1;;1;;4;4;3;1;2;NA;2;11;NA;1;2;NA;2;NA;1;5;1;3;1;1;1;3;2;NA;4;11;NA;0;0;0;0;0;0;1;4;2;6;6;7;4;11;10;;2;NA;4;2;4;NA;;2;NA;2;NA;2;NA;1.044.162.459
20230426;12;302;140;1;4;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;7;1;1;1;;1;;5;5;3;1;2;NA;2;3;NA;1;2;NA;2;NA;1;5;1;3;1;1;1;3;2;NA;5;3;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;3;10;;8;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;1.044.162.459
20230426;3;305;18;1;4;2;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;1;1;1;1;;1;;3;3;3;1;2;NA;1;17;NA;1;2;NA;1;3;1;5;2;NA;1;2;1;2;1;3;3;17;NA;0;0;0;0;0;0;1;4;2;6;6;7;4;17;10;;3;5;NA;1;7;3;;2;NA;2;NA;2;NA;11.439.182
20230426;3;305;18;1;4;2;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;1;1;1;1;;1;;4;4;3;1;2;NA;1;9;NA;1;2;NA;1;3;1;5;2;NA;1;2;1;2;1;3;4;9;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;9;10;;2;NA;4;1;7;3;;1;1;2;NA;2;NA;11.439.182
20230426;3;305;18;1;4;2;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;1;1;1;1;;1;;5;5;3;1;2;NA;2;8;NA;1;2;NA;1;3;1;5;2;NA;1;2;1;2;1;3;5;8;NA;0;0;0;0;0;0;1;4;3;6;6;7;4;8;10;;2;NA;3;1;7;3;;2;NA;2;NA;2;NA;1.044.162.459
20230426;3;305;18;1;4;2;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;1;1;1;1;;1;;6;6;3;1;2;NA;2;7;NA;1;2;NA;1;3;1;5;2;NA;1;2;1;2;1;3;6;7;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;7;10;;2;NA;1;1;7;3;;2;NA;2;NA;2;NA;1.044.162.459
20230426;3;305;34;1;4;2;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;9;1;1;1;;1;;3;3;3;1;2;NA;1;16;NA;2;1;4;1;5;2;NA;1;3;1;1;1;2;1;2;3;16;NA;0;0;0;0;0;0;1;3;2;6;3;7;4;16;10;;3;5;NA;1;7;3;;2;NA;2;NA;2;NA;11.439.182
20230426;3;305;34;1;4;2;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;9;1;1;1;;1;;4;4;3;1;2;NA;2;15;NA;2;1;4;1;5;2;NA;1;3;1;1;1;2;1;2;4;15;NA;0;0;0;0;0;0;1;2;2;6;6;7;4;15;10;;3;3;NA;1;7;3;;2;NA;2;NA;2;NA;1.044.162.459
20230426;3;305;34;1;4;2;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;9;1;1;1;;1;;5;5;3;1;2;NA;1;10;NA;2;1;4;1;5;2;NA;1;3;1;1;1;2;1;2;5;10;NA;0;0;0;0;0;0;1;1;2;6;6;7;4;10;10;;2;NA;5;1;7;3;;2;NA;2;NA;2;NA;11.439.182
20230426;3;305;49;1;4;2;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;2;1;1;1;;1;;4;4;5;1;2;NA;2;8;NA;1;1;1;2;NA;1;5;1;1;1;1;2;NA;2;NA;4;8;NA;0;0;0;0;1;1;0;1;2;6;6;7;4;8;10;;2;NA;1;1;2;NA;;2;NA;2;NA;2;NA;1.044.162.459
20230426;3;305;107;1;4;2;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;5;2;2;1;;1;;3;3;3;1;2;NA;2;10;NA;2;1;1;1;1;1;5;1;1;1;1;1;3;2;NA;3;10;NA;0;0;0;0;0;0;1;3;2;6;6;7;4;10;10;;2;NA;4;1;7;3;;2;NA;2;NA;2;NA;1.044.162.459
20230426;3;305;107;1;4;2;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;5;2;2;1;;1;;4;4;3;1;2;NA;2;7;NA;2;1;1;1;1;1;5;1;1;1;1;1;3;2;NA;4;7;NA;0;0;0;0;0;0;1;7;2;6;6;7;4;7;10;;2;NA;1;1;7;3;;2;NA;2;NA;2;NA;1.044.162.459
20230426;3;305;107;1;4;2;1.324.764.395;24;TUMBES;3;ZARUMILLA;1;ZARUMILLA;1;ZARUMILLA;240301;5;2;2;1;;1;;5;5;3;1;2;NA;1;NA;6;2;1;1;1;1;1;5;1;1;1;1;1;3;2;NA;5;NA;6;0;0;0;0;0;0;1;7;8;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;11.439.182
20230426;3;311;2;1;5;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;2;AGUAS VERDES;1;AGUAS VERDES;240302;1;1;1;1;;1;;4;4;5;1;2;NA;1;11;NA;2;1;2;1;2;1;5;1;2;1;3;1;3;2;NA;4;11;NA;0;0;0;0;0;0;1;4;3;6;5;7;4;11;10;;2;NA;5;2;7;3;;2;NA;2;NA;1;4;11.439.182
20230426;3;311;2;1;5;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;2;AGUAS VERDES;1;AGUAS VERDES;240302;1;1;1;1;;1;;5;5;5;1;2;NA;2;5;NA;2;1;2;1;2;1;5;1;2;1;3;1;3;2;NA;5;5;NA;0;0;0;0;0;0;1;7;5;6;6;7;4;5;10;;1;3;NA;4;7;2;;NA;NA;NA;NA;NA;NA;1.044.162.459
20230426;3;311;15;1;5;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;2;AGUAS VERDES;1;AGUAS VERDES;240302;9;1;1;1;;1;;4;4;5;1;2;NA;1;4;NA;1;1;2;2;NA;2;NA;1;1;2;NA;2;NA;2;NA;4;4;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;4;10;;1;2;NA;7;7;2;;NA;NA;NA;NA;NA;NA;11.439.182
20230426;3;311;21;1;5;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;2;AGUAS VERDES;1;AGUAS VERDES;240302;2;1;1;1;;1;;6;6;3;1;2;NA;1;10;NA;2;1;2;1;4;2;NA;1;4;1;3;1;4;1;3;6;10;NA;0;0;0;0;0;0;1;4;3;3;3;7;4;10;10;;2;NA;5;3;7;2;;2;NA;2;NA;2;NA;11.439.182
20230426;3;311;59;1;5;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;2;AGUAS VERDES;1;AGUAS VERDES;240302;5;1;1;1;;1;;3;3;3;1;2;NA;2;6;NA;1;1;3;1;3;1;4;2;NA;1;1;1;1;2;NA;3;6;NA;0;0;0;0;0;0;1;4;8;6;6;7;4;6;10;;1;3;NA;1;7;2;;2;NA;2;NA;1;4;1.044.162.459
20230426;3;311;124;1;5;4;1.324.764.395;24;TUMBES;3;ZARUMILLA;2;AGUAS VERDES;1;AGUAS VERDES;240302;7;1;1;1;;1;;2;2;3;1;2;NA;1;7;NA;1;1;3;1;5;1;1;1;3;1;1;2;NA;2;NA;2;7;NA;0;0;0;0;0;0;1;7;1;2;6;7;4;7;10;;2;NA;1;3;7;2;;2;NA;2;NA;2;NA;11.439.182
20230426;8;312;34;1;5;3;1.324.764.395;24;TUMBES;3;ZARUMILLA;2;AGUAS VERDES;1;AGUAS VERDES;240302;10;1;1;1;;1;;2;2;3;1;2;NA;2;5;NA;3;1;3;2;NA;1;3;1;2;2;NA;2;NA;2;NA;2;5;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;5;10;;1;3;NA;1;8;NA;;NA;NA;NA;NA;NA;NA;1.044.162.459
20230426;8;312;54;1;5;3;1.324.764.395;24;TUMBES;3;ZARUMILLA;2;AGUAS VERDES;1;AGUAS VERDES;240302;5;1;1;1;;1;;3;4;5;1;2;NA;2;1;NA;2;1;1;2;NA;2;NA;1;2;2;NA;2;NA;2;NA;3;1;NA;0;0;0;0;0;0;1;7;3;6;6;7;4;NA;NA;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;1.044.162.459
20230426;8;312;70;1;5;3;1.324.764.395;24;TUMBES;3;ZARUMILLA;2;AGUAS VERDES;1;AGUAS VERDES;240302;11;1;1;1;;1;;2;3;3;1;2;NA;2;14;NA;1;1;4;1;2;1;5;1;3;1;2;2;NA;2;NA;2;14;NA;0;0;0;0;0;0;1;2;2;6;6;7;4;14;10;;3;2;NA;1;8;NA;;2;NA;2;NA;2;NA;1.044.162.459
